"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Mrps14",1.18205743736796e-05,1.3088357771946,0.184,0.245,0.0354617231210387
"Ube3c",1.22783570007558e-05,0.980394119650046,0.219,0.148,0.0368350710022674
"Scnm1",1.23208065561923e-05,0.678624850823934,0.268,0.3,0.036962419668577
"Tnpo2",1.25459550213355e-05,0.922046485763972,0.209,0.248,0.0376378650640065
"Eef2k",1.27201197341976e-05,0.497180159644758,0.166,0.091,0.0381603592025927
"Ka11",1.28080800711855e-05,1.50215422253867,0.242,0.242,0.0384242402135565
"Blcap",1.29745464573779e-05,0.653745272564707,0.25,0.331,0.0389236393721338
"Cox6b1.1",1.30529346537115e-05,1.10680505574466,0.285,0.273,0.0391588039611346
"Abracl",1.32679844857015e-05,0.890107686681412,0.164,0.171,0.0398039534571046
"Ttc3",1.33940286595916e-05,1.10293373185763,0.129,0.089,0.0401820859787747
"Ppp6c",1.3521225256764e-05,2.01077674701305,0.203,0.329,0.0405636757702919
"Vps16",1.36730231892043e-05,1.43582369614934,0.229,0.24,0.0410190695676128
"Coq8b",1.3755430419257e-05,0.534484408660116,0.148,0.188,0.041266291257771
"Eif3g",1.44815076092561e-05,1.99387234199961,0.176,0.2,0.0434445228277682
"Rabggtb",1.4531186212048e-05,-0.505143748134253,0.189,0.153,0.0435935586361441
"Cct4",1.4556097805711e-05,2.16432628496243,0.24,0.294,0.043668293417133
"Aldh1a7",1.48962732503467e-05,-1.30987878109158,0.074,0.169,0.0446888197510402
"Plat",1.49345369925314e-05,-0.922301177066579,0.246,0.158,0.0448036109775941
"Ncbp3",1.55066042472644e-05,1.21407165810607,0.115,0.05,0.0465198127417931
"Akr1c13",1.64599934173437e-05,0.734281255208361,0.244,0.156,0.049379980252031
"Smarce1",1.65161316068549e-05,0.363990419636454,0.236,0.304,0.0495483948205648
"Tollip",1.66714417348318e-05,-0.991554940892598,0.287,0.3,0.0500143252044953
"Dglucy",1.6742498682814e-05,0.360989440978573,0.271,0.369,0.0502274960484421
"Guca2a",1.7029616006276e-05,-2.66942594677222,0.518,0.389,0.051088848018828
"Eloc",1.71603274025576e-05,-0.816392078014464,0.225,0.106,0.0514809822076727
"Rplp2l3",1.82565609795209e-05,-0.270586913368478,0.139,0.347,0.0547696829385628
"Eif3d",1.86470994857099e-05,0.59209130312874,0.096,0.193,0.0559412984571298
"Slc16a3",1.86471018589008e-05,-1.03815505876713,0.355,0.357,0.0559413055767023
"Olfml2b",1.94029261706228e-05,-1.99762224921624,0.178,0.054,0.0582087785118683
"Tkfc",1.9800068640659e-05,2.20291863685351,0.361,0.287,0.059400205921977
"Ptpra",2.00690863658699e-05,1.23294708212888,0.229,0.227,0.0602072590976098
"Svil",2.01368813540708e-05,-0.459282898625382,0.121,0.045,0.0604106440622125
"Kpna2",2.01538808998981e-05,0.431048523913146,0.232,0.356,0.0604616426996943
"Ttl",2.02219366819456e-05,-1.33831781659197,0.104,0.07,0.0606658100458368
"Rpl17-ps16",2.02389909629355e-05,0.970469562431632,0.172,0.072,0.0607169728888066
"Cpsf6",2.06697928938582e-05,1.29856579187412,0.178,0.213,0.0620093786815747
"Brap",2.07569872978225e-05,-0.549440850600442,0.348,0.171,0.0622709618934675
"Selenbp1",2.09676976036524e-05,0.447294073912235,0.076,0.126,0.0629030928109573
"Chga",2.13413084403881e-05,-0.998949684005737,0.252,0.272,0.0640239253211642
"Sult6b2",2.19045401185529e-05,1.05667479249158,0.334,0.258,0.0657136203556587
"Mon2",2.19966947805512e-05,-0.513569714628472,0.242,0.289,0.0659900843416536
"Brd1",2.21077575581633e-05,1.02865724231736,0.215,0.237,0.06632327267449
"Taf9",2.23314947482453e-05,0.781867711197136,0.154,0.116,0.0669944842447359
"Srp72",2.28811270663466e-05,1.01880400695038,0.193,0.148,0.0686433811990398
"Fbxo30",2.29387103196438e-05,-0.724120095452346,0.25,0.03,0.0688161309589314
"Rpe",2.51901177859231e-05,-0.677121084484396,0.176,0.163,0.0755703533577693
"Ilk",2.65473168431515e-05,0.659861139503958,0.201,0.275,0.0796419505294544
"Des",2.69925236642485e-05,-1.75541859928132,0.088,0.149,0.0809775709927455
"Enpep",2.72404166255694e-05,0.63867854489637,0.408,0.327,0.0817212498767081
"Supt16h",2.73538049951051e-05,1.07326779109534,0.186,0.304,0.0820614149853154
"Il17rc",2.76507135980214e-05,1.98326426385583,0.186,0.3,0.0829521407940642
"Lonp1",2.86310370636232e-05,1.59502227929337,0.158,0.18,0.0858931111908695
"Ehmt2",2.89171474599342e-05,0.574460787260103,0.199,0.23,0.0867514423798027
"Mki67",2.89891062046101e-05,2.46521480514016,0.166,0.247,0.0869673186138304
"Yipf2",2.94975228498324e-05,-1.06050007338462,0.223,0.109,0.0884925685494972
"Trim14",3.0338731422759e-05,1.44633913629334,0.189,0.174,0.091016194268277
"Dap3",3.11255422745473e-05,2.471692681195,0.182,0.198,0.093376626823642
"Cd302",3.15651966504936e-05,-1.30235500724917,0.201,0.124,0.0946955899514808
"Tmem63a",3.32192210802846e-05,0.41181237024447,0.105,0.151,0.0996576632408538
"Pgls",3.34385486234217e-05,1.82247380519193,0.18,0.279,0.100315645870265
"Cmc2",3.37423626344125e-05,1.16794812954667,0.164,0.148,0.101227087903237
"Ncf1",3.48121799195516e-05,-0.445733619505024,0.307,0.18,0.104436539758655
"Slc38a2",3.63582859577633e-05,0.42297392467065,0.316,0.304,0.10907485787329
"Strn4",3.78764113692802e-05,-1.03116832149387,0.299,0.116,0.113629234107841
"Tmem135",3.85632988472424e-05,0.699084747514767,0.309,0.305,0.115689896541727
"Pycard",3.85633155446706e-05,2.30604924386338,0.158,0.307,0.115689946634012
"Smarca5",3.95189979144241e-05,-0.715397573230804,0.207,0.076,0.118556993743272
"Pex16",3.97776394905666e-05,0.573194888264874,0.336,0.178,0.1193329184717
"Pctp",4.08615781899239e-05,0.57122535365983,0.24,0.262,0.122584734569772
"Car2",4.15997200405184e-05,-0.731475535063794,0.4,0.393,0.124799160121555
"Olfm4",4.27985311062688e-05,-1.62944301261021,0.141,0.216,0.128395593318806
"Abcf3",4.28697193339708e-05,1.70419235438847,0.281,0.347,0.128609158001912
"Auh",4.30091892030397e-05,0.376899891616125,0.248,0.193,0.129027567609119
"Ccnd1",4.44278688771164e-05,2.23190354049338,0.064,0.166,0.133283606631349
"Fcer1g",4.57795508516942e-05,-1.09590791836026,0.221,0.079,0.137338652555083
"Vil1",4.59280351270848e-05,-0.315861827579665,0.418,0.346,0.137784105381254
"Spdef",4.6039647690319e-05,0.451012204486482,0.221,0.339,0.138118943070957
"Gpr171",4.76297231262629e-05,-2.24880861748668,0.27,0.035,0.142889169378789
"Aldh1a3",4.76297707725836e-05,-0.654757591137104,0.287,0.235,0.142889312317751
"Timp1",4.80547185384148e-05,-1.8564457884281,0.137,0.06,0.144164155615244
"Cubn",4.93513770492596e-05,-0.33542461236524,0.402,0.357,0.148054131147779
"Ppp1cb",4.95107866175213e-05,-0.454537529187448,0.307,0.357,0.148532359852564
"Lamp2",5.02341275762827e-05,-0.864481885786569,0.131,0.04,0.150702382728848
"U2af1",5.14206750330561e-05,0.374014769635643,0.133,0.185,0.154262025099168
"C10h5orf15",5.23805488958867e-05,-1.6258878967298,0.174,0.171,0.15714164668766
"Ints7",5.66187223795245e-05,1.1782133154479,0.168,0.101,0.169856167138573
"Il17ra",5.71193764141305e-05,0.740504910411443,0.318,0.408,0.171358129242392
"Exosc4",5.76241630125879e-05,-1.85588873833872,0.178,0.223,0.172872489037764
"Rpl38",5.92586302956885e-05,-2.29021271075645,0.162,0.183,0.177775890887065
"Mgam2",6.0597769164733e-05,0.305424404338602,0.48,0.386,0.181793307494199
"Ctc1",6.07428689615074e-05,-0.299561542594036,0.199,0.159,0.182228606884522
"Hip1r",6.20642566710727e-05,0.491052275059881,0.24,0.292,0.186192770013218
"Trit1",6.68268880691585e-05,0.779030167432495,0.201,0.287,0.200480664207476
"Arl4d",6.70393126587982e-05,-0.453820710412448,0.391,0.371,0.201117937976395
"Ogt",6.78953599205751e-05,-0.654033465313025,0.262,0.332,0.203686079761725
"Cct6a",7.11422494459405e-05,1.63734622952273,0.139,0.238,0.213426748337821
"Nfkb2",7.16502049994306e-05,-1.82403942074632,0.264,0.045,0.214950614998292
"Ctr9",7.24473350632444e-05,1.50139476277806,0.389,0.267,0.217342005189733
"Slc43a1",7.45356203951046e-05,-1.04829681416808,0.195,0.035,0.223606861185314
"Cad",7.50665352464032e-05,1.22581365164062,0.137,0.107,0.22519960573921
"Farp2",7.59593355524878e-05,-0.327690855208011,0.295,0.128,0.227878006657463
"Rps13",7.69833280301206e-05,-2.69196385335237,0.174,0.159,0.230949984090362
"Col1a2",7.86364653494762e-05,-1.27684077022226,0.236,0.065,0.235909396048429
"Cd59b",7.97571982335295e-05,-0.700214005208193,0.221,0.253,0.239271594700588
"Gstm5l",8.08930187060449e-05,1.82721173823006,0.188,0.297,0.242679056118135
"Arhgap9",8.40627930139484e-05,-0.757419835186061,0.359,0.091,0.252188379041845
"Gch1",8.46576540256193e-05,-0.377091277243703,0.32,0.391,0.253972962076858
"Agbl5",9.06870902577578e-05,0.82355249161869,0.166,0.151,0.272061270773273
"Ajm1",9.2544755168688e-05,-0.4487727036017,0.211,0.223,0.277634265506064
"Sepsecs",9.29784780669207e-05,-0.810140381281106,0.262,0.144,0.278935434200762
"Setx",9.67437896502733e-05,1.23267195530868,0.213,0.201,0.29023136895082
"Gpat4",9.69697155072749e-05,0.83350274651029,0.152,0.181,0.290909146521825
"Ermard",0.000100574655990316,-0.861671038647267,0.25,0.101,0.301723967970949
"Pdhb",0.000100730905288662,1.42707228130198,0.359,0.326,0.302192715865987
"Amt",0.000101751565762704,-0.915568822399227,0.133,0.057,0.305254697288113
"Oplah",0.000108334739619607,0.403211294917781,0.297,0.081,0.32500421885882
"Pck1",0.000108334777568397,-1.56068760286282,0.402,0.419,0.32500433270519
"Ube2v2",0.000113993866041137,-0.253089291549433,0.152,0.258,0.341981598123412
"Rnf41",0.000115052231494084,-1.37756340977497,0.297,0.062,0.345156694482251
"Rhoj",0.000116298799187716,-1.04527945271298,0.168,0.099,0.348896397563149
"Arfip2",0.000117197013328687,0.404630207129136,0.158,0.193,0.351591039986062
"Rpl12",0.000118101733765441,-1.0305844096841,0.221,0.243,0.354305201296323
"Strip1",0.000119838834537308,-1.17403018733607,0.121,0.111,0.359516503611925
"Arrdc3",0.000121227277422704,-0.802557686029442,0.301,0.275,0.363681832268111
"Fabp2",0.000122913222779398,-2.06192910723525,0.445,0.359,0.368739668338195
"Ppp1r1a",0.000125195885578983,-1.17508464624349,0.16,0.03,0.375587656736949
"Dst",0.000125387947483672,0.302830487761974,0.336,0.218,0.376163842451017
"Sod1",0.000132893293961803,-0.557276249250657,0.201,0.282,0.398679881885408
"Parp6",0.000134321160229993,0.352333266467128,0.203,0.139,0.402963480689978
"Uba5",0.000134629085422531,1.04538634682307,0.176,0.22,0.403887256267592
"Mrps34",0.000135763647858015,2.82585504235318,0.17,0.27,0.407290943574046
"Dcaf15",0.000137849449536832,0.651309995270687,0.109,0.104,0.413548348610495
"Mid1ip1",0.000138164955392845,1.27357778479625,0.162,0.195,0.414494866178535
"Coasy",0.000142004005652855,1.30333855693595,0.162,0.161,0.426012016958565
"Aif1",0.000145169436634852,0.416993017727181,0.209,0.057,0.435508309904556
"Hook1",0.000153202084190973,0.542374981068653,0.172,0.121,0.459606252572919
"Vps39",0.000155539278075336,0.864614609327825,0.158,0.163,0.466617834226007
"Flna",0.000158986677677493,-1.83580234312397,0.154,0.265,0.476960033032479
"Mib2",0.000160193552196133,1.10785143250776,0.262,0.164,0.480580656588398
"Fchsd1",0.000162630870284951,-0.317242830458892,0.246,0.134,0.487892610854852
"Pik3r2",0.000165851628237251,1.38131752824976,0.156,0.18,0.497554884711753
"Prmt1",0.000168623617152881,1.00882366127993,0.135,0.138,0.505870851458643
"Cst6",0.000170924016110834,-0.67113735917053,0.162,0.133,0.512772048332503
"Mrpl54",0.000176009810811404,2.77579352915417,0.215,0.279,0.528029432434213
"Txndc5",0.000179075492090776,1.17940571926044,0.252,0.371,0.537226476272327
"Atp5pf",0.000182738259158637,-1.32893388647876,0.178,0.168,0.548214777475912
"Dhcr24",0.000183424347360033,-0.738626516607734,0.211,0.302,0.550273042080099
"Bcl7c",0.00018452696045423,1.31786001471952,0.125,0.242,0.553580881362691
"Nmd3",0.000189850013022262,-0.568011306711339,0.176,0.097,0.569550039066786
"G3bp1",0.000190703604081081,0.289693960751287,0.162,0.257,0.572110812243243
"Myo1a",0.000197663244784495,1.15678670808699,0.443,0.372,0.592989734353486
"Nmu",0.000206698209824985,-1.34454919473039,0.195,0.2,0.620094629474956
"Myh11",0.000211988957955488,-0.507787774278949,0.182,0.265,0.635966873866464
"Dpp7",0.000219349473065578,-0.582461179326036,0.18,0.124,0.658048419196734
"Pdcd4",0.000221144876189618,0.350726236396306,0.23,0.22,0.663434628568853
"Zcchc7",0.000223615316526797,0.88314542981823,0.205,0.18,0.670845949580391
"Fam3d",0.000224112431525348,1.19079432696693,0.24,0.2,0.672337294576043
"Anp32e",0.000226781694093498,0.922466920121926,0.123,0.206,0.680345082280494
"Mst1r",0.000227117453117813,0.306308552426495,0.174,0.18,0.681352359353438
"Tuft1",0.000231524847268507,-0.493560285660632,0.236,0.337,0.694574541805522
"Ppa1",0.000232038558067242,-0.612780717221809,0.336,0.289,0.696115674201724
"Hint2",0.000235143108287631,1.76841114258753,0.24,0.297,0.705429324862894
"Irag2",0.000242896803580447,-0.79514332603895,0.285,0.064,0.728690410741342
"Tardbp",0.000249602213843318,-0.421523405070232,0.234,0.346,0.748806641529953
"Psmb5",0.000250153393315971,2.163113799537,0.199,0.272,0.750460179947912
"Cd74",0.000251813852389299,-0.301191257283258,0.621,0.55,0.755441557167897
"Abhd6",0.000252555272797792,0.518126580905202,0.496,0.413,0.757665818393375
"Nek7",0.000273161547157523,1.3980928001197,0.242,0.26,0.819484641472569
"Asxl1",0.000276577071992063,0.69091951382717,0.188,0.195,0.829731215976187
"AABR07044388.2",0.00027901186526505,-2.40499337492838,0.156,0.094,0.837035595795149
"Sct",0.000281672093645572,-1.26171697306411,0.311,0.153,0.845016280936717
"Akna",0.000282083944393452,-1.53844398851088,0.189,0.091,0.846251833180355
"Tead3",0.000282908478821784,-0.857185961595809,0.113,0.109,0.848725436465352
"Rnf19b",0.000292128746058785,-0.808132093240527,0.461,0.347,0.876386238176355
"Mrpl48",0.000293194102118383,0.982465371747904,0.168,0.139,0.879582306355148
"Acer1",0.000294263060360714,0.880823719202723,0.145,0.126,0.882789181082142
"Cdca4",0.000294691668581875,0.82853152844266,0.164,0.076,0.884075005745624
"Plvap",0.000296196425011117,-0.33729785274015,0.195,0.087,0.88858927503335
"Adamts1",0.000297708449264078,-1.04392672058678,0.143,0.015,0.893125347792235
"Acsl5",0.000298793136464319,-0.485783621577092,0.572,0.47,0.896379409392957
"Rpl9-ps30",0.000306488094783602,-2.85586753963292,0.178,0.171,0.919464284350807
"Orai3",0.000312550727919,0.526761898749481,0.191,0.245,0.937652183757001
"Tradd",0.000315738375791191,1.00962822528125,0.264,0.317,0.947215127373572
"Denr",0.000337941893825604,-0.598255600323806,0.152,0.134,1
"Ctsl",0.000346576174977057,-0.298510349808737,0.217,0.153,1
"Banp",0.00035669643993456,1.33132020914807,0.158,0.149,1
"Rpl7a",0.000365253057072663,-1.72232428298573,0.176,0.169,1
"Gcn1",0.000365515450473518,2.53868669309358,0.137,0.25,1
"Atp1a1",0.000368147926816371,-0.709498460671412,0.521,0.435,1
"Lrsam1",0.000368676149698077,-1.0379918010466,0.221,0.032,1
"Ing2",0.000375612735809432,0.942754368333104,0.133,0.174,1
"Lyz2",0.000376136541980922,-2.87564453994374,0.139,0.267,1
"Zbtb17",0.000383493444931653,0.526717498568292,0.158,0.161,1
"Pabpc4",0.000390690037896604,-0.619648376083891,0.131,0.131,1
"Mief1",0.000401435441408546,-0.641580679628002,0.193,0.253,1
"Eef1g",0.000414812362440362,1.27107214179112,0.193,0.235,1
"Sgsm3",0.000421955713584162,-0.329294205375083,0.139,0.117,1
"Slc12a2",0.000425872950863815,0.648895480804792,0.131,0.263,1
"Myef2",0.000429823846191463,-0.564465879132953,0.137,0.047,1
"Bcl2l15",0.000432272543304975,2.17785974130539,0.316,0.23,1
"Sarnp",0.000433193913788418,0.622732284276331,0.164,0.141,1
"Panx1",0.000445973151065218,-1.21354973794588,0.299,0.307,1
"Nans",0.000454579933103836,1.68791774845795,0.178,0.267,1
"Sncg",0.00046138075084858,-2.40444925716032,0.146,0.047,1
"Slc13a2",0.000468607780572762,-0.850982999200032,0.482,0.379,1
"Hmbox1",0.000472593794896256,-0.490301546203078,0.125,0.153,1
"Nfatc4",0.000475268776698701,0.431674005848243,0.227,0.111,1
"Brf1",0.000479307659512977,1.36736570165087,0.176,0.081,1
"Med12",0.000486110725332442,-0.448376089820058,0.23,0.262,1
"Mettl6",0.000489201259229917,1.02926326391376,0.361,0.28,1
"Shmt2",0.000501747779205037,0.315710469662176,0.168,0.173,1
"Lrwd1",0.000505640830961177,-1.97399984112209,0.207,0.107,1
"Stmn2",0.000517126837207778,-1.8182487988321,0.174,0.04,1
"Tmem131l",0.000524796232275778,0.607393439376742,0.158,0.097,1
"Fbp2",0.000548445564121019,1.21702159429865,0.359,0.361,1
"Acadm",0.000551133580068252,-0.269571507650131,0.432,0.396,1
"Prcc",0.000560443050835509,0.398575991933331,0.135,0.106,1
"Fdft1",0.000569502117762765,1.31916602532434,0.184,0.21,1
"Mgp",0.000607536081862798,-1.54484223631161,0.146,0.253,1
"Abhd5",0.000620307142384731,-1.40231187930381,0.43,0.446,1
"Baiap2l2",0.000634199321596398,1.07457123612203,0.217,0.253,1
"Uqcr10",0.000649276638283776,0.305614280512971,0.281,0.285,1
"Dcaf8",0.000666981233435513,0.894903222972939,0.232,0.25,1
"Smap2",0.000680436096905154,-0.757221735995369,0.34,0.366,1
"Glul",0.00068560542533899,0.726108355005879,0.25,0.273,1
"Bles03",0.000713470144437139,-0.38474551868895,0.162,0.154,1
"Tpm4",0.000716903780595933,-0.530715389250557,0.311,0.388,1
"Cd83",0.000727295485639591,-2.46073584531577,0.104,0.06,1
"Hdgf",0.0007272957222311,1.92848994091443,0.096,0.221,1
"Akap8l",0.000745946998680002,0.251652837971187,0.365,0.421,1
"Rps19bp1",0.000812293259854062,0.884758898435777,0.199,0.265,1
"Cd55",0.000820612408238447,-1.18176535582302,0.314,0.32,1
"Muc2",0.000827883456101517,-0.617518874430646,0.623,0.523,1
"Ciao3",0.000862240926636692,-1.04664502758864,0.098,0.122,1
"Hpgd",0.000892476600395445,-1.70564659296695,0.221,0.233,1
"Ash2l",0.000905209899215811,1.80165602060914,0.086,0.116,1
"Cd9",0.00091379197129343,-0.760763562007172,0.256,0.112,1
"Nectin1",0.000928679868795249,0.887154383224431,0.123,0.049,1
"Gaa",0.000943792163720105,-0.641427217041296,0.176,0.072,1
"Reg3g",0.000964296611404166,-2.68527216788948,0.412,0.243,1
"Mt1.1",0.00096883656171702,-0.367739004935077,0.359,0.069,1
"ENSRNOG00000064836",0.000974049919981506,0.767584239941163,0.436,0.384,1
"Mme",0.000995828442682832,-0.679206919411834,0.479,0.424,1
"Rpl26",0.00100654858282438,-3.31008478230974,0.17,0.143,1
"Usp5",0.0010160169451123,0.625548916763008,0.143,0.203,1
"Fam118b",0.00103175092786371,1.0904711403106,0.207,0.21,1
"Bysl",0.00103866166854885,-1.17881047303832,0.143,0.064,1
"Stab1",0.00104561557027545,-0.395520301717747,0.186,0.188,1
"Myl9",0.00109114946524771,-1.54737034967146,0.078,0.168,1
"Prpsap1",0.00109551154320909,0.298355940188153,0.287,0.327,1
"Snrpd2",0.00110869292319574,0.487066758505531,0.148,0.28,1
"Srpk1",0.00111090370605702,0.950768523283765,0.164,0.148,1
"Pygo2",0.00111533843868493,1.15586461253374,0.193,0.243,1
"Smim19",0.00113023848449809,0.319850883494459,0.152,0.136,1
"Zfp142",0.00122034907354541,1.63933998960987,0.111,0.156,1
"Tra2a",0.00122842066366441,2.38970491913151,0.297,0.374,1
"Slc7a8",0.00123898682802987,1.88402697941092,0.418,0.334,1
"Syncrip",0.00125457985527461,-0.270133849385416,0.193,0.188,1
"S1pr2",0.00126701813561092,-1.76381110362461,0.307,0.013,1
"Nr1i3",0.00127453614886987,0.465457360945847,0.365,0.339,1
"Fam83f",0.00127873008524333,0.70668382271113,0.113,0.091,1
"Rpusd3",0.00127957049487832,-0.530349167305316,0.199,0.054,1
"Klc1",0.00128969528951126,0.751290818142893,0.188,0.26,1
"Cdr2",0.00129989350318575,-0.311227823074788,0.4,0.423,1
"Mrpl38",0.00130330917673569,1.52138940284593,0.137,0.143,1
"Ctcf",0.00131360696461537,1.48736370808935,0.191,0.173,1
"Dynll2",0.00132311256268995,0.39579569214629,0.238,0.327,1
"Ppil2",0.00141064090668827,0.258974970111413,0.242,0.146,1
"Lipa",0.00141616958562926,-0.828940632554855,0.295,0.317,1
"Zg16",0.00146169588407669,-1.67471631793849,0.502,0.458,1
"Nasp",0.00147160744309298,1.16410479771078,0.107,0.101,1
"Eftud2",0.00150348073023731,-1.32314271799811,0.121,0.077,1
"Ppp1r12c",0.00151719385571688,0.658527645005179,0.127,0.117,1
"Mrps18a",0.00152113318336533,-0.421232569661163,0.146,0.211,1
"Echs1",0.00153300780133639,0.798652417176545,0.363,0.351,1
"Cdk16",0.00153499482833292,1.41939011695359,0.236,0.314,1
"Lipe",0.00165120752016322,0.608096292856529,0.242,0.198,1
"Lrp1",0.00165333535653502,0.276286895815457,0.223,0.161,1
"Ncaph2",0.00167798839269184,0.32373090294024,0.205,0.215,1
"Dnajc11",0.00168447492338266,0.517948836144661,0.156,0.232,1
"Chd8",0.0017272032737517,-0.324978828992426,0.178,0.161,1
"Myo1c",0.00174501918169525,-0.98871204363235,0.148,0.07,1
"Rgs2",0.00174725800158965,-0.823151985584588,0.209,0.067,1
"Tmem176b",0.00177660490565167,-1.94108041643278,0.15,0.195,1
"Calm1",0.0017845829896676,-1.63009085092851,0.262,0.206,1
"Cpt2",0.00178458336573915,1.27305773562687,0.217,0.347,1
"Rps15a",0.00180871529173277,-3.98845566139361,0.162,0.2,1
"Tdp2",0.00181450545099863,0.595665077446765,0.484,0.448,1
"Arglu1",0.0018156651096045,-0.918658293762344,0.172,0.223,1
"Secisbp2",0.00181798702208702,0.968143932435949,0.219,0.19,1
"Mrc1",0.00185314659445931,-1.18731702640223,0.148,0.141,1
"Sppl2b",0.00185551229523821,0.862257145242608,0.125,0.134,1
"Mrps12",0.00185906665427899,0.455899012680331,0.156,0.121,1
"Mrps18b",0.00186025275785785,-0.858168373725207,0.129,0.077,1
"Sparcl1",0.00191435507419705,0.273154453523457,0.248,0.307,1
"Slc25a17",0.00194750592173929,1.5210061818942,0.232,0.339,1
"Eif3k",0.00194874383600209,1.5467395315263,0.182,0.332,1
"Pkn1",0.00198747776197479,0.421308192358946,0.342,0.456,1
"Rps13.1",0.00199252663052931,2.66761205803716,0.184,0.122,1
"Tsen34",0.00209072435731208,0.541558591323224,0.244,0.31,1
"Psap",0.00214147064219775,-0.338620244381712,0.438,0.339,1
"Dcn",0.0021482294703532,-1.56294538923695,0.15,0.086,1
"Mrpl3",0.0021604486908325,0.464558789541265,0.215,0.263,1
"Ss18",0.00217958135884514,0.759673890896915,0.256,0.238,1
"Rpl6",0.00224777591380752,-0.56901401879828,0.223,0.27,1
"Hbs1l",0.00229479820458392,2.04717139686633,0.232,0.326,1
"Fbxo31",0.00230922439483937,-1.04643013845531,0.234,0.315,1
"Faul1",0.00234418691714945,-1.27282109637886,0.326,0.289,1
"Cartpt",0.00235005945165713,-1.83160503910632,0.262,0.06,1
"Poldip3",0.00237517527885151,-1.44353968339251,0.25,0.22,1
"Blmh",0.00243220573667821,1.14272935146202,0.201,0.24,1
"Pa2g4",0.00253739736385211,1.40804698580538,0.113,0.312,1
"Ipo7",0.00256274486319141,-0.603068033494241,0.104,0.099,1
"Rp9",0.00257390699433804,-1.16282987382794,0.158,0.052,1
"Clca1",0.00265823181488959,1.62633976575632,0.232,0.203,1
"Dbi",0.00269799535267049,0.677555474523392,0.314,0.319,1
"Acta1",0.00272817238318573,-1.3851737433672,0.125,0.05,1
"Rpl3",0.00274507227214561,0.394269518506532,0.137,0.273,1
"Igsf9",0.00283798975355394,0.757249166804195,0.387,0.347,1
"Mapk1ip1",0.00287312487274629,-2.04697302570411,0.145,0.072,1
"Aldh1b1",0.00289084174153854,3.73945110126958,0.109,0.174,1
"Pdpn",0.00289439683638615,-1.39154590553536,0.158,0.018,1
"LOC120093100",0.00291939695101595,0.881258311265943,0.133,0.253,1
"Dmd",0.00299557989634801,-1.38772226602627,0.248,0.079,1
"Capn5",0.00305110256387422,0.714953391578045,0.193,0.185,1
"AC128848.1",0.00306044713295317,-0.313861793822229,0.422,0.19,1
"Efemp2",0.00318626530618852,0.373875177086454,0.137,0.138,1
"Rps28",0.00319988210878893,-0.764935833345395,0.178,0.232,1
"App",0.00321550880376994,-1.4374712369412,0.32,0.372,1
"Slc7a7",0.00333090464417947,0.411692098812326,0.402,0.372,1
"Coa3",0.00345632577958241,1.15863039933374,0.207,0.315,1
"Fcgbp",0.00357730929989607,-1.48650956405062,0.529,0.44,1
"Bnip5",0.00368224852397748,-1.23232669136799,0.375,0.446,1
"Cdk2ap2",0.00370898734883515,1.03051759055547,0.299,0.357,1
"Fah",0.00372686046945413,0.895079368818941,0.229,0.091,1
"Thoc5",0.00378549475823437,1.20067636715143,0.141,0.124,1
"Anapc5",0.00378549583654487,1.14591170360178,0.209,0.268,1
"Esrp1",0.00379004033492775,0.809970173143621,0.158,0.297,1
"Txnl4a",0.00381970361227656,1.35532839557034,0.25,0.279,1
"Map4k4",0.00383346383660948,-0.87654001890094,0.211,0.097,1
"Luc7l2",0.0038334645368288,1.93848827409161,0.211,0.238,1
"Mob2",0.00411342465822505,1.22259039489542,0.158,0.128,1
"Ppie",0.004142910850611,1.83059168173469,0.137,0.158,1
"Sike1",0.00429578322947459,1.77119854840872,0.236,0.245,1
"Ppig",0.00435473864269049,0.792718398259503,0.127,0.158,1
"Hspd1",0.00444849178972237,1.1327861914376,0.152,0.191,1
"Basp1",0.00459255028097036,-0.346941010501528,0.316,0.013,1
"RT1-CE16",0.00463331131500376,-0.410840620376263,0.426,0.327,1
"Tada3",0.00463876963471082,0.604578387193155,0.18,0.144,1
"Rbm14",0.00467164929388599,2.22220059823396,0.217,0.294,1
"Asdurf",0.00470473788572102,-0.560996202877536,0.156,0.057,1
"Rpl36l7",0.00478839208964424,0.907204251523988,0.178,0.285,1
"Rpl19",0.00490202441976834,-0.96810476709763,0.248,0.225,1
"Map3k4",0.00495104967310663,0.407587514716238,0.182,0.112,1
"Efna1",0.0050034454017877,0.504304406577927,0.363,0.438,1
"Ltbp3",0.00514562010637186,-0.892134912998646,0.195,0.091,1
"Slc25a19",0.00521503695462607,0.739428075411131,0.232,0.198,1
"Ankrd49",0.00528222139234808,-0.98753170228596,0.148,0.086,1
"Pkig",0.00529452087175254,0.768169595344586,0.182,0.218,1
"Cyp1b1",0.00539697898611528,-3.4567292096226,0.154,0.007,1
"Ftl1",0.00540638238727397,-0.263577535375731,0.23,0.169,1
"Mgat4a",0.00549804126697443,1.46576083690478,0.184,0.299,1
"Pdia6",0.00561702095827865,0.489134816378295,0.314,0.265,1
"Mrto4",0.00578149022146602,0.597231822983021,0.143,0.176,1
"Lmcd1",0.00590258460930541,1.11737645680169,0.156,0.003,1
"Sorbs2",0.00630128070478335,-2.04140860626381,0.133,0.042,1
