"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gna11",0.275789152147634,0.508733173648082,0.436,0.431,1
"Hook2",0.276952322840862,1.36087570592145,0.355,0.346,1
"C4b",0.277535143129474,-4.1029281526545,0.154,0.027,1
"Smarcd2",0.280042519046022,1.88234264448011,0.242,0.3,1
"Tnfrsf14",0.280210226877672,-0.580786351766251,0.24,0.304,1
"Ubqln4",0.281217860929994,-0.516909610194599,0.191,0.233,1
"Srsf2",0.284170871693444,-1.20841594901694,0.191,0.153,1
"Slc25a3",0.286378085249035,-2.30720341368682,0.33,0.302,1
"Tsku",0.286974305446735,-1.13107941001786,0.402,0.443,1
"Alpi",0.289539027860541,-1.36154574866298,0.613,0.628,1
"Galnt12",0.290311431830261,3.09228519776227,0.168,0.245,1
"Rps15",0.290569216914578,-0.286251800376319,0.244,0.267,1
"Rps4x",0.295235570616372,-2.05463192318257,0.166,0.099,1
"Nherf1",0.296802148838595,-0.549972243598604,0.521,0.52,1
"Prdx2",0.296976534440282,1.41657473579075,0.211,0.233,1
"Dpp4",0.299513098497762,-1.80805063960467,0.395,0.341,1
"Ppa2",0.300478993574646,-0.462093547828503,0.135,0.119,1
"Nme1",0.301535093801167,1.34870008837912,0.162,0.317,1
"Prss23",0.302681955843622,-1.40976590447245,0.17,0.168,1
"Ndufs8",0.30471815192038,-0.399427230577671,0.197,0.29,1
"Plekho1",0.30551738123263,-0.815273023544248,0.244,0.034,1
"Txnip",0.305517410032909,0.540450208447472,0.447,0.46,1
"Slc15a1",0.310701400967541,-1.12267926652332,0.709,0.683,1
"Clic1",0.313315022748862,-0.351937068151507,0.465,0.473,1
"Spry1",0.313857553983373,-2.15860230061007,0.17,0.018,1
"Rps11",0.314219627352688,0.530316436453648,0.232,0.275,1
"Syde1",0.3146725437884,-2.5553173609199,0.156,0.042,1
"Rps14",0.316124865983772,-3.17348600060212,0.203,0.294,1
"Tmigd1",0.317581542774629,-2.21508001793308,0.168,0.129,1
"Tcp1",0.320508124528692,3.05216049002689,0.129,0.233,1
"Tuba1a",0.322622448974274,-1.66181459597164,0.293,0.275,1
"Camk1",0.32308327172606,1.27481249382969,0.111,0.072,1
"Cd2bp2",0.325857312886012,1.60573959001204,0.258,0.317,1
"Kmt5c",0.326135560569289,0.254112197140614,0.309,0.289,1
"Zfand2b",0.326692520177474,0.625868902376042,0.193,0.114,1
"Col18a1",0.329860324396481,-0.479793871988178,0.238,0.045,1
"Pdia3",0.332765928793331,0.639293018363987,0.346,0.331,1
"Pcbp2",0.332859918566466,1.53025885894281,0.24,0.361,1
"Rhoc",0.334366298424899,-0.597571671364621,0.492,0.544,1
"Prdx1",0.334837942864155,1.73605950555763,0.285,0.279,1
"S100a10",0.337013014926223,-1.12632247846616,0.662,0.669,1
"Nxf1",0.338626492610413,0.784921014854433,0.418,0.458,1
"Tasor",0.341199234983691,-0.399009263760938,0.17,0.072,1
"Krtcap2",0.343113052189948,-0.283347299844965,0.27,0.414,1
"Cox7c",0.343400719978784,0.795130725400679,0.344,0.332,1
"Farsa",0.343496632468584,1.51531395993231,0.273,0.332,1
"Pgp",0.343976492033064,1.23618930841947,0.268,0.391,1
"Ifrd1",0.345803875692895,0.288075907275642,0.412,0.532,1
"Pik3ca",0.346575132390626,0.508431531638466,0.262,0.294,1
"Net1",0.350253594937187,1.29048376660803,0.361,0.433,1
"Nr1d1",0.350933900834378,-0.330781008412088,0.291,0.314,1
"Epcam",0.35356578975861,-0.422418733445156,0.521,0.535,1
"Pmpca",0.353858972896804,1.36938058184933,0.24,0.324,1
"Cd24",0.353858981388995,0.799359173836736,0.346,0.386,1
"Eef1d",0.356799404233365,-0.607908008460917,0.234,0.314,1
"Orai1",0.358078344019195,1.21125610494363,0.176,0.243,1
"Calm2",0.359360196210381,-0.49030439868652,0.43,0.414,1
"Ywhaq",0.359853945639709,1.45618390295315,0.117,0.153,1
"Bicc1",0.360644873756565,-2.12598374043615,0.213,0.025,1
"Ctbp1",0.363720052104293,0.799708020146508,0.27,0.356,1
"Ctsz",0.365114189531733,0.55867136219704,0.328,0.347,1
"Safb2",0.368814733710351,1.87462209597103,0.23,0.28,1
"Clasrp",0.369718379045355,1.41969999051349,0.23,0.248,1
"Sidt2",0.370019920095376,-0.339947024081958,0.572,0.592,1
"Phf8",0.370623392829087,-0.278449413497249,0.133,0.101,1
"Anp32a",0.370623406547314,1.43653816977549,0.188,0.139,1
"Fundc2",0.371227516451692,0.629542998539968,0.234,0.243,1
"Creb3l3",0.374054805326531,-0.453098598528626,0.648,0.648,1
"mrpl24",0.374561047048229,0.719352588915946,0.15,0.183,1
"Acta2",0.377912950014104,-1.36297033298108,0.178,0.314,1
"Parp10",0.381590731962329,1.35116741613274,0.168,0.171,1
"Uba52",0.385702752918184,0.576947297840536,0.27,0.255,1
"Wdr46",0.387561920586158,0.3543795694368,0.162,0.121,1
"Tmem30b",0.388182882764226,0.90241877735875,0.381,0.508,1
"Ddx50",0.38973787540163,-0.361229553786746,0.129,0.161,1
"Tpt1l3",0.390464861400267,1.17082337246406,0.242,0.399,1
"Zfp36",0.391088632679391,-0.562494998086262,0.582,0.576,1
"Clk3",0.392963558370212,0.466025992437672,0.305,0.396,1
"Pitpna",0.39725453842189,-0.413562453740054,0.426,0.424,1
"Ublcp1",0.398515728321007,-1.96384235707586,0.139,0.042,1
"Eef1a1",0.398726201238314,-2.43598970067631,0.26,0.255,1
"Eif4a3",0.401151020089652,0.687983640667036,0.152,0.185,1
"Qpctl",0.401996515178071,0.862181398592526,0.117,0.099,1
"Ncln",0.406027193858648,2.16224832181791,0.279,0.304,1
"Map1lc3a",0.407198462355816,-0.53482662166498,0.439,0.539,1
"Mrpl12",0.409119410070388,2.10619818162085,0.195,0.252,1
"Rpl11",0.41061719723911,-2.63413317854757,0.182,0.245,1
"Atp5mc2",0.414914524342011,1.0917868503568,0.287,0.302,1
"Stk38",0.427855231187285,-0.456968220602527,0.279,0.317,1
"Atf6b",0.432036522208144,2.02699807543917,0.172,0.166,1
"Ly6a",0.433582945158594,-1.93011868528123,0.271,0.035,1
"Slc6a19",0.434800267059808,-1.37675139060165,0.492,0.487,1
"Usf2",0.436907492761469,0.426995199367324,0.215,0.297,1
"Pklr",0.439020612178915,1.22669626248018,0.383,0.342,1
"Odc1",0.442257169379064,-2.14568441009578,0.389,0.428,1
"Sbf1",0.44259276661378,-0.267786116794875,0.439,0.522,1
"Nsun2",0.445170476396073,0.82312869359184,0.111,0.242,1
"Mtmr1",0.44696871573256,1.37472587276185,0.234,0.384,1
"Podnl1",0.452161544394484,-2.21878316031088,0.23,0.059,1
"Cct8",0.454202843544442,0.823411221744636,0.162,0.3,1
"Macroh2a1",0.458871675139184,1.48905533705636,0.275,0.326,1
"Tpt1",0.459442889181298,-0.47596179539145,0.379,0.357,1
"Rbm12",0.462419535424121,0.831095004544654,0.217,0.153,1
"Aqp7",0.462878445960642,-1.0718308452343,0.365,0.406,1
"ENSRNOG00000062930",0.46310771823656,-0.859226292233935,0.25,0.366,1
"Rps27",0.467596831629065,-1.71967136383825,0.277,0.282,1
"Gucy2c",0.468867242897616,-1.30495707016713,0.404,0.453,1
"Polr1h",0.470602706645597,0.26872748155875,0.211,0.238,1
"Brd2",0.475480830495817,0.407262794569858,0.295,0.341,1
"Zc3h7a",0.477229717890571,1.01108686208093,0.342,0.357,1
"Cars1",0.478047056450019,-0.368923643417774,0.125,0.143,1
"Slc39a5",0.479450017639426,0.3893498218113,0.195,0.272,1
"Nabp2",0.481324109891161,0.603309370313362,0.223,0.305,1
"Tmem51",0.485201974465127,1.70980751424633,0.121,0.096,1
"Tmprss2",0.485791017626898,0.360448107789884,0.48,0.515,1
"Wdr91",0.485908850544311,-0.521364892791641,0.16,0.044,1
"C13h1orf115",0.486498363457617,-0.467530194275748,0.488,0.51,1
"Coq5",0.493840075843104,0.641386473987451,0.135,0.136,1
"Tkt",0.494077897396926,0.459406469401545,0.32,0.324,1
"Defa24",0.497173360055334,-1.42213335917954,0.154,0.228,1
"Phc2",0.498010640819944,1.73135090739495,0.393,0.404,1
"Csnk1g2",0.498846998374689,0.50341083435413,0.385,0.503,1
"Trim15",0.501240669018525,-1.25425902657979,0.234,0.245,1
"Hnrnpa2b1",0.509787199974686,1.78109954338788,0.287,0.287,1
"Enpp2",0.512572024547574,-0.718388021701672,0.205,0.055,1
"Ece1",0.512935862833748,-1.10133486071969,0.236,0.252,1
"Mcts1",0.51293587770565,1.25929745716859,0.355,0.414,1
"Ggt1",0.515851314308647,-0.81930193740695,0.598,0.602,1
"Cox6a2",0.516825008209419,-3.29253827971209,0.127,0.013,1
"Hnrnpab",0.517799702472104,-0.657984032824653,0.23,0.255,1
"Lgmn",0.525252235502716,-0.76203212009164,0.512,0.582,1
"Slc30a9",0.525754001563683,1.75853628754892,0.293,0.357,1
"Acp2",0.527721532361099,1.29437858791802,0.389,0.461,1
"Tm4sf20",0.529076385610538,-1.1513060427304,0.631,0.597,1
"Eif4a1",0.529322908520598,-0.835324437012702,0.254,0.28,1
"Dnajb11",0.53216213809101,-0.950740509321045,0.188,0.317,1
"Rps7-ps23",0.534141806973295,0.639871055200153,0.227,0.277,1
"Ssrp1",0.535009067319952,2.41365882576403,0.254,0.336,1
"Rmi1",0.535380959737354,-1.13068942260851,0.152,0.107,1
"Rab24",0.537490896876276,0.493354932864687,0.598,0.582,1
"Ubtf",0.537863659822419,0.378376679741544,0.354,0.388,1
"Inip",0.539978462474324,-0.417794532609347,0.146,0.102,1
"Serpine1",0.541972671552833,-0.870933204119358,0.332,0.013,1
"Rpl10",0.54422054554006,0.299605868481644,0.182,0.094,1
"Mylk",0.548981235151685,-1.45334359302029,0.24,0.26,1
"Mapk6",0.549106789479676,0.530394458320332,0.492,0.502,1
"Rpn1",0.549106793884948,1.68944089570211,0.316,0.29,1
"Erbb2",0.554392985015684,0.959482181956462,0.4,0.408,1
"Hsd17b2",0.554519145024588,-0.322836624123679,0.488,0.441,1
"Igsf23",0.554519149391309,-0.852053880134799,0.533,0.545,1
"Prr15",0.554645325189042,0.381947200114448,0.521,0.49,1
"Krt20",0.557045381758519,-1.76188279974395,0.664,0.638,1
"Susd2",0.558310576043235,-0.75499186680376,0.439,0.535,1
"Slc41a1",0.5608451825847,-1.35110438076882,0.131,0.018,1
"Fam234b",0.56758872577289,1.68648755922584,0.119,0.049,1
"Tfg",0.574884277794374,-0.669028356603525,0.41,0.376,1
"Rps5",0.576425817741405,0.641755524684687,0.271,0.29,1
"Commd6",0.578484205902813,-0.490799811707981,0.201,0.245,1
"AABR07035839.1",0.57899935026678,1.6186067620953,0.246,0.252,1
"Ppard",0.579385848188026,-0.331697558611647,0.201,0.282,1
"Oxa1l",0.57951471079683,0.882696712264286,0.254,0.411,1
"Atg2a",0.580159202888363,1.7538470246636,0.219,0.284,1
"Rpl18a",0.580159213747323,-0.471754611280409,0.232,0.273,1
"Pea15",0.581191086957703,-1.45637758460303,0.111,0.015,1
"2010106E10Rikl",0.583516002991809,-0.846237666434808,0.514,0.529,1
"Rpl23",0.585197788757973,-1.98320514950376,0.229,0.265,1
"H1f0",0.586233850405836,2.07190176680239,0.289,0.297,1
"Ms4a8",0.589477015714987,-0.959056188892858,0.391,0.433,1
"Laptm4b",0.595988029381819,1.48030831268891,0.26,0.401,1
"Spint1",0.59742484520666,-1.38776192896676,0.449,0.416,1
"Ccnd2",0.597555533616118,1.42966289405218,0.154,0.275,1
"R3hdm4",0.597816968003413,1.48365190486936,0.23,0.307,1
"Il11ra1",0.59977936173065,-1.16193477699365,0.123,0.112,1
"Lamc2",0.599905047656665,-1.0425997851639,0.402,0.522,1
"Cyc1",0.602925281346062,-1.79764153610084,0.271,0.322,1
"Il4r",0.60436962824631,-0.689329385146594,0.449,0.503,1
"Elk1",0.605552501996383,-0.579390825477731,0.143,0.074,1
"Abcf1",0.610690329044509,1.58302748443579,0.244,0.359,1
"Ccdc124",0.611350405613571,0.605784766875864,0.164,0.285,1
"Ndufc1",0.612142941308361,-0.261958627036459,0.324,0.344,1
"Tap1",0.612407200430728,-0.40671666627993,0.188,0.163,1
"Stub1",0.614126240139329,0.97688956188247,0.324,0.369,1
"Psmd7",0.61597984552863,0.638762837743943,0.113,0.114,1
"H4c14.1",0.617437994527393,-0.326284248231955,0.191,0.268,1
"Mrps35",0.617437998406748,0.7614596166161,0.273,0.356,1
"Fhl2",0.617570635493381,-0.93731546618872,0.422,0.525,1
"Rps12l4",0.620757562519116,-6.93625379178646,0.17,0.176,1
"Poldip2",0.622087546955195,-1.05764695939067,0.115,0.166,1
"Selenop",0.623818408217557,-1.08546082334791,0.664,0.639,1
"Arap1",0.633442021694021,0.60417700456411,0.336,0.418,1
"Tmsb10",0.64299183466454,-1.11149307462799,0.574,0.565,1
"St3gal5",0.64785870712342,0.587103899006317,0.348,0.468,1
"Ppcs",0.649890485462353,1.35669149933909,0.105,0.141,1
"Dmbt1",0.65165348927045,3.29465768795986,0.17,0.178,1
"Cldn4",0.652303637752146,-0.760545804245892,0.414,0.517,1
"Grn",0.65790735896443,0.515612240537641,0.252,0.337,1
"Cotl1",0.660770402133343,0.809017351592323,0.162,0.243,1
"Enoph1",0.661316301043248,-0.45162619591942,0.146,0.069,1
"Mrpl28",0.663501735807756,1.11476254370156,0.164,0.272,1
"Rac2",0.66391181509362,-0.54920467133501,0.27,0.216,1
"Ccdc107",0.664321999936675,0.356045219861793,0.141,0.174,1
"Cep95",0.664458753583743,0.655909065597083,0.221,0.139,1
"Mars2",0.668977794722357,-0.409853025384341,0.105,0.05,1
"Hnrnpu",0.672684160590896,-1.2961197463058,0.229,0.326,1
"Mlst8",0.673233913371395,1.685227385856,0.152,0.082,1
"Cct5",0.673233929666362,0.832971202412984,0.244,0.329,1
"Ihh",0.673371392278797,1.42895485436936,0.293,0.431,1
"Ngef",0.673783864586291,2.32238937178708,0.17,0.268,1
"S100a6",0.674043934057454,-0.902918682869539,0.426,0.473,1
"Hes1",0.67956875317193,0.921039817423036,0.365,0.455,1
"Cct7",0.680258699715271,0.978099287435253,0.303,0.29,1
"Cdhr5",0.682882924198101,-0.398937435548396,0.588,0.601,1
"Krt18",0.686341686726118,1.31494644391296,0.289,0.357,1
"Rpl30l2",0.686480178665911,-0.890194706134269,0.275,0.341,1
"Dgcr8",0.686618662149758,-0.556170715278035,0.148,0.196,1
"Ctsb",0.687034232007818,0.584079155210096,0.451,0.443,1
"Hnrnpa3",0.68800423866627,3.17137044522893,0.281,0.268,1
"Hnrnpm",0.693556929086394,-0.643138604503977,0.209,0.305,1
"Lpar6",0.696617948774596,-0.502826057517597,0.197,0.074,1
"Rpl13",0.699405017004532,1.23720488712004,0.203,0.218,1
"Ptbp1",0.702754825726785,1.85253753917328,0.182,0.262,1
"Actn4",0.702754832594734,-0.687430159545194,0.572,0.555,1
"Slc43a2",0.705270984853946,-1.3909200685738,0.361,0.304,1
"Mllt1",0.71382182027562,1.11277866819751,0.215,0.287,1
"ENSRNOG00000065867",0.714664587845896,-0.529557546484307,0.303,0.431,1
"Plac8",0.714945950867556,-0.640681211929495,0.455,0.438,1
"Supv3l1",0.716351954687533,-1.11636544614557,0.104,0.086,1
"Pbxip1",0.718322002399884,0.259179963459519,0.18,0.174,1
"Enpp3",0.722549825315578,-0.662504534558013,0.543,0.574,1
"Alad",0.72297307576929,0.863595027419411,0.312,0.332,1
"Sgk1",0.726220809151831,-0.74999710494866,0.607,0.586,1
"Slc3a1",0.728058658099477,-0.473753902055492,0.482,0.466,1
"Ypel3",0.738549808194592,0.281922652301737,0.467,0.576,1
"Akr1b10",0.738833958469823,-3.70279092874248,0.41,0.413,1
"Ap1b1",0.740966926811361,1.19401168563794,0.34,0.376,1
"Immt",0.741536030893553,0.384715500063496,0.281,0.327,1
"Serpinb1a",0.745238620234556,-0.280757804834708,0.533,0.529,1
"S100a16",0.746521686609779,0.989422111153815,0.303,0.28,1
"Slc13a1",0.750946428814003,0.804202302342048,0.238,0.21,1
"Naca",0.755236270490976,-1.47603986093852,0.277,0.279,1
"Ikzf4",0.75609514877007,1.95850059751084,0.184,0.25,1
"Cst3",0.75953366509449,-1.65653072293614,0.307,0.369,1
"Usp10",0.761541660079889,1.40278008612326,0.119,0.18,1
"Tep1",0.762115678641914,1.11194255240082,0.396,0.409,1
"Guk1",0.764700342761786,0.478238849249919,0.328,0.342,1
"Ankrd54",0.766712443184563,0.611098387136696,0.119,0.052,1
"Oscp1",0.77088538390873,1.25853439818732,0.115,0.32,1
"Clk2",0.771749586802813,0.790349315285281,0.285,0.376,1
"Ybx1-ps20",0.775064958259699,-1.479306248774,0.186,0.203,1
"Rgs1",0.776652023100252,-0.522396388258901,0.248,0.042,1
"Hmgcs2",0.778962168255982,-0.904493826420753,0.199,0.238,1
"Mttp",0.780406993536956,-0.285721690965861,0.539,0.544,1
"Smad7",0.783154236723458,-1.34707984455562,0.281,0.247,1
"Hdhd5",0.785325033096435,-0.726923182775714,0.139,0.069,1
"Ppp1r14b",0.786773162669946,2.08581454959798,0.168,0.21,1
"Ddx60",0.789816634541534,0.28487135746649,0.451,0.488,1
"Chpf",0.792427868520946,1.2976443252521,0.242,0.341,1
"Galnt6",0.793298807254197,0.473908480312986,0.516,0.564,1
"Dync2i2",0.794315210352128,-0.381791967635043,0.139,0.076,1
"Gltp",0.794750929942827,-1.4850845220401,0.303,0.275,1
"AC098622.1",0.797802704133069,1.47325336524213,0.26,0.315,1
"Zbtb18",0.798820653842607,-1.06442042538216,0.324,0.268,1
"Gdi1",0.799693455078591,-0.770818129978113,0.291,0.319,1
"Slc20a1",0.802167743005375,-0.843057265971394,0.42,0.522,1
"F11r",0.803915497694242,-0.40809795491073,0.533,0.482,1
"Rubcn",0.806684765569987,1.35671677517626,0.199,0.07,1
"Sdcbp2",0.808580941105199,-1.36119079598924,0.43,0.535,1
"Ddx47",0.812084505394959,0.944623015381253,0.189,0.18,1
"AABR07017902.1",0.812230513024168,-1.49063014169084,0.24,0.057,1
"Anxa13",0.816323001289259,-1.57286509398319,0.482,0.482,1
"Sort1",0.819541997533769,-1.45516687536206,0.135,0.055,1
"Hnrnph2.1",0.821006200097931,1.48642042668686,0.303,0.357,1
"Numa1",0.822471017607254,1.27206901458138,0.307,0.396,1
"Pmp22",0.825549080107796,-0.936585366034629,0.373,0.53,1
"Lsm14a",0.826869159184984,1.08660025507615,0.277,0.413,1
"Pcdh1",0.829070280312335,-0.785413343229935,0.262,0.351,1
"Tm4sf4",0.829804268564709,-0.709871423000764,0.441,0.492,1
"Camsap3",0.830685291392012,0.982658546401866,0.309,0.393,1
"Cib1",0.830685293966354,0.3681059014642,0.617,0.619,1
"Ranbp3",0.833182613836534,-0.473775443241318,0.152,0.161,1
"Gsn",0.833770464391029,-2.41596285146362,0.18,0.238,1
"Nosip",0.834064429772574,1.99105847926239,0.324,0.404,1
"Cand1",0.83685821086309,0.859709245999018,0.186,0.267,1
"Ace2",0.840684615758359,-1.3335068541741,0.609,0.574,1
"Rpl17-ps17",0.840979101943746,-0.264933912632387,0.156,0.042,1
"Psmb4",0.843335872272511,1.20912383185872,0.352,0.376,1
"Cyp4b1",0.844514781303744,-1.3550367328614,0.508,0.502,1
"Akap17a",0.845399188205999,1.1438448713021,0.35,0.347,1
"Gapdhl3",0.850562100353588,0.32758645527742,0.5,0.47,1
"Znf740",0.852038396775325,0.376769755659762,0.195,0.106,1
"Ccn2",0.854549300766078,-2.37183811892471,0.215,0.035,1
"Leng8",0.868755475710623,0.652348760332028,0.314,0.463,1
"Rab30",0.869199851154137,-1.0940836162895,0.473,0.555,1
"Nme2",0.869941301660655,1.06822511219272,0.189,0.253,1
"Rpl14",0.873203832339955,-2.76252175460093,0.213,0.218,1
"Eef2",0.874687516402055,4.09239752537362,0.283,0.257,1
"Prxl2a",0.875132704889184,1.48065694654669,0.234,0.341,1
"Ahnak",0.87602320550363,-0.650223851668464,0.439,0.515,1
"Zfp703",0.878398639257127,1.45448411262752,0.223,0.421,1
"Tmem168",0.882112434703474,-1.35972206894481,0.182,0.091,1
"Ppp3cb",0.885531422694652,0.464745921879562,0.287,0.091,1
"Naxd",0.886274967592381,1.00365393860125,0.242,0.31,1
"Rps9",0.890887144275668,-2.66299158255023,0.209,0.211,1
"Sf1",0.891780254009265,1.71560838494781,0.236,0.359,1
"Ptmal5",0.892077987112401,-0.699997335993656,0.25,0.258,1
"Prkab1",0.893269072937593,-0.306939935961376,0.266,0.213,1
"Cog8",0.895056157777467,-0.330100428844512,0.166,0.279,1
"Stat1",0.895949898460531,0.302788936751045,0.146,0.176,1
"Nudt4",0.898482879377092,-1.15319805734515,0.365,0.408,1
"Atp5if1",0.899973356903664,-0.755361827987853,0.328,0.332,1
"Snrnp35",0.902955354271013,1.02032000332348,0.111,0.133,1
"Snrnp70",0.905640332254514,1.1810853452216,0.41,0.413,1
"Spink4",0.907132450033856,-0.440035351889742,0.16,0.178,1
"Gpx1",0.908624893490541,-0.930823712376431,0.242,0.344,1
"Sh3bgr",0.911610751925593,-1.25176591153198,0.1,0.044,1
"Rhof",0.913104157119566,-0.537039203482152,0.471,0.56,1
"Hmgcr",0.91489663760597,0.535427787181931,0.15,0.154,1
"Brms1",0.914896641532551,0.803625427029187,0.244,0.399,1
"Sfn",0.921323201190347,-0.813764751622782,0.449,0.502,1
"Tagln2",0.923117596745757,0.967197854774841,0.342,0.441,1
"Rps20",0.937935442167561,-2.11407879627143,0.189,0.141,1
"Atp2a2",0.939733111079828,0.632181089586351,0.252,0.329,1
"Rpl32l5",0.943029625681618,-2.21345678011261,0.188,0.25,1
"Hsp90b1",0.946626936138987,-0.373994964364001,0.281,0.258,1
"Rbm3",0.948426003323157,-0.387205369468738,0.271,0.326,1
"Adgrd1",0.949325635493148,-0.765218710213965,0.42,0.517,1
"Idh2",0.952924801468724,2.54749734100825,0.26,0.295,1
"Psmd2",0.953374766244672,1.12062532160978,0.287,0.386,1
"Nrbp1",0.958325328143302,0.461788938926205,0.35,0.455,1
"Rpl18",0.95862541670892,-0.278829253138444,0.277,0.289,1
"ENSRNOG00000064589",0.960426061269934,-1.54306516681036,0.166,0.076,1
"Mfsd3",0.962977323455356,0.992095666919564,0.178,0.169,1
"Mep1a",0.964178050773126,-0.267303817155685,0.488,0.485,1
"Rpl28",0.966429629324416,-0.949291655799333,0.217,0.248,1
"Ints1",0.969432145513474,0.397708837689154,0.236,0.233,1
"Mif",0.9713840175988,0.996006127821305,0.146,0.294,1
"Trabd",0.971984628178076,-1.06363316967738,0.189,0.26,1
"Cstf3",0.976489692553222,-1.52763853210166,0.139,0.107,1
"Mt-nd1",0.981746540080001,0.538678719660899,0.43,0.438,1
"Rplp2",0.982347377342635,0.498787677372484,0.199,0.208,1
"Kcnh2",0.983549080508097,-0.654302452439099,0.129,0.05,1
"Tox",0.983699296143838,-1.19797857935677,0.189,0.069,1
"Gpd1",0.985952599037117,-0.615218440978456,0.529,0.537,1
"C2h1orf54",0.988506475109746,-0.41274536145937,0.199,0.2,1
"Mrps24",0.988806939320377,1.08026250174638,0.172,0.133,1
"Lsm4",0.990459520683508,-0.289067525454406,0.156,0.255,1
"Ep400",0.990609757128607,-1.6343062064955,0.184,0.126,1
"Drap1",0.993013587728136,0.632047404785138,0.221,0.369,1
"Bdh1",0.994065284380956,-1.24680508265217,0.105,0.131,1
"Dennd2d",0.995116991548715,0.879230106843965,0.127,0.143,1
"Snrpd3",0.996168707388236,0.816803453985351,0.205,0.324,1
"Scarb1",0.999774628977814,-0.707870005497521,0.375,0.183,1
