"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ephb3",0.00423296778244431,-1.08179019865426,1,0.353,1
"Eed",0.00423296778244431,-2.14360783817949,0.524,0.294,1
"Zbtb38",0.00423296778244431,1.30074589915391,0.333,0.275,1
"Prkra",0.00423296778244431,2.00644201120964,0.262,0.216,1
"Wdr43",0.00433716559632542,-3.72323573425527,1,0.333,1
"Ppcs",0.00444368345032518,3.91378923226081,0.31,0.373,1
"Rrp9",0.00455241561289808,-1.35343666574661,0.762,0.255,1
"Dusp6",0.00455256651241704,2.48875401184881,0.119,0.275,1
"Gon4l",0.00466386066847556,-1.67719089852594,0.738,0.333,1
"Acin1",0.00466386066847556,2.84958290477716,0.714,0.353,1
"Tmem200b",0.00477761252990063,-0.74901587071513,1,0.353,1
"Kdm1a",0.00477761252990063,1.41424078695231,0.69,0.353,1
"Ubxn6",0.00477761252990063,1.55237644065685,0.667,0.353,1
"Urgcp",0.00477761252990063,1.26469136625426,0.095,0.314,1
"Fam83e",0.00477761252990063,1.35241025477475,0.238,0.373,1
"Cd59b",0.00477761252990063,1.8059894965362,0.429,0.353,1
"Scml4",0.00489386944123578,-0.356665195795288,0.857,0.353,1
"Rps6ka4",0.00489386944123578,0.883837808059847,0.786,0.333,1
"Rcn2",0.00489386944123578,0.649592251339836,0.5,0.137,1
"Strip1",0.00489386944123578,3.66446244835537,0.333,0.118,1
"Tagln",0.00489386944123578,0.600278337070929,0.548,0.373,1
"Riok3",0.00489386944123578,6.06127089969548,0.048,0.196,1
"Anapc5",0.00489386944123578,0.760342924919796,0.714,0.804,1
"Zfp91",0.00489386944123578,0.716443063084152,0.31,0.314,1
"Olfm4",0.00489905245435749,0.272117744526167,1,0.98,1
"Cdca3",0.00501267948777795,1.21580782885297,0.714,0.373,1
"Brap",0.00501267948777795,2.27357750090878,0.167,0.294,1
"Rps25",0.00501267948777795,-0.971493933522728,0.238,0.235,1
"Umps",0.00513409150317632,-1.04199344670611,1,0.353,1
"Lama5",0.00513409150317632,1.84839054674398,0.095,0.314,1
"Tnpo2",0.00513409150317632,3.20225674511212,0.214,0.392,1
"Ciao3",0.00513409150317632,0.603945086703798,0.381,0.294,1
"Cfap298",0.00513409150317632,1.96924287146135,0.167,0.118,1
"Rgmb",0.00525815507701778,-1.19324343076267,0.286,0.255,1
"Znhit6",0.00538492056239617,-1.04811483901672,0.976,0.353,1
"Atpaf2",0.00538492056239617,-0.679409109986478,0.881,0.373,1
"Heca",0.00538492056239617,2.72154207519041,0.095,0.157,1
"Exosc4",0.00538492056239617,1.66046011272483,0.214,0.275,1
"Med29",0.005514439083463,-2.83599930801638,0.905,0.333,1
"Ddx39a",0.005514439083463,0.543904837236008,0.333,0.667,1
"Spout1",0.005514439083463,0.339387556162246,0.262,0.235,1
"Rpl19",0.00564658369645316,-0.36076868718997,0.905,0.961,1
"Rasd2",0.00564676254295671,-1.10366017899416,0.905,0.353,1
"Srpk1",0.00564676254295671,-1.80937272928384,0.833,0.353,1
"Rxrb",0.00564676254295671,2.52907792471317,0.476,0.333,1
"Arhgap35",0.00564676254295671,2.78680376682872,0.476,0.353,1
"Mettl8",0.00564676254295671,0.657348478031041,0.19,0.137,1
"Scrib",0.00578194362970793,1.47351360118464,0.143,0.412,1
"Nub1",0.00578194362970793,1.78544081077232,0.286,0.471,1
"Socs4",0.00578194362970793,1.56953382242001,0.095,0.216,1
"Iars2",0.00592003582611771,-5.16186344438629,0.952,0.333,1
"Hgsnat",0.00592003582611771,-5.63011196378002,0.643,0.333,1
"Tbc1d13",0.00592003582611771,2.06473218951555,0.214,0.235,1
"Ccdc88c",0.00606109341560624,1.47769225935524,0.048,0.314,1
"Zc3h12d",0.00606109341560624,0.558977682073655,0.048,0.314,1
"Slc10a7",0.00620517149002877,0.799805667345297,0.5,0.078,1
"Dhcr24",0.00620517149002877,3.08540670088695,0.214,0.49,1
"Arfip2",0.00620517149002877,0.827896825666292,0.571,0.353,1
"Rsl1d1",0.00620517149002877,0.977890117539248,0.405,0.333,1
"Cks1b",0.00635212986815692,-2.29310726483699,1,0.353,1
"Klc2",0.0063523259570562,0.559622711756553,0.762,0.333,1
"Rbbp4",0.00650261354751695,0.588498117146383,0.857,0.353,1
"Wdr18",0.00650261354751695,-0.996402825537527,0.714,0.353,1
"Tsn",0.00665609182269747,-1.37143253969627,0.952,0.353,1
"Nfkbiz",0.00665609182269747,5.93208156816445,0.071,0.157,1
"Pde2a",0.00665609182269747,0.258884937914819,0.143,0.176,1
"C1s",0.00681281918159801,0.575115542674175,0.976,0.353,1
"Usp10",0.00681281918159801,0.787070877010273,0.286,0.451,1
"Efemp2",0.00681281918159801,1.1499443629211,0.19,0.255,1
"Shmt1",0.00697285486814061,0.285188498367945,1,0.353,1
"Emilin1",0.00697285486814061,3.40045619908661,0.095,0.353,1
"Emid1",0.00697285486814061,0.685319740085219,0.357,0.275,1
"Cabin1",0.00713625897832627,0.781679638199203,0.786,0.353,1
"Serping1",0.00730287396755683,-1.40439785080597,0.786,0.373,1
"Asxl1",0.00730309246733773,-0.489015531581349,0.786,0.353,1
"Med12",0.00730309246733773,3.28957077993083,0.167,0.255,1
"Rbm10",0.00730309246733773,0.783435171028048,0.262,0.294,1
"Gas6",0.00747341715658501,-0.404325621387792,1,0.353,1
"Plxnd1",0.00747341715658501,-1.13369975760844,0.952,0.353,1
"Pnpla7",0.00747341715658501,-0.267098494197774,0.167,0.333,1
"Slc25a38",0.00764729574068998,-1.3247311214729,0.095,0.216,1
"Bles03",0.00764729574068998,1.72565638362973,0.143,0.176,1
"Vps18",0.00782479179440689,1.81973860459748,0.619,0.137,1
"U2af1",0.00782479179440689,-0.548694020009485,0.262,0.588,1
"Ruvbl1",0.00800596977947519,-1.20074843669626,0.905,0.373,1
"Polr1c",0.00800596977947519,0.636455473998041,0.595,0.373,1
"Man2c1",0.00800596977947519,2.71798386691917,0.19,0.314,1
"Smg9",0.00800596977947519,0.809769513377761,0.238,0.294,1
"Fbln5",0.00800596977947519,-2.22370093928457,0.119,0.157,1
"Smtn",0.0081908950514014,0.533680590934761,0.857,0.373,1
"Brd1",0.0081908950514014,0.919070319997557,0.095,0.314,1
"Txnrd2",0.00857225338685425,1.30736780761686,0.357,0.196,1
"Mgst2",0.00857225338685425,3.91220198564896,0.5,0.373,1
"Qsox1",0.00857225338685425,-0.886168000775862,0.31,0.196,1
"Pecam1",0.00857225338685425,-2.06997279951806,0.262,0.314,1
"Zfp638",0.00857225338685425,-0.319662471444298,0.333,0.294,1
"Fubp1",0.00876882169019997,-1.17354815568025,0.929,0.353,1
"Igfbp5",0.00876882169019997,0.261027199496931,0.667,0.353,1
"Paf1",0.00876882169019997,1.34563777962073,0.619,0.353,1
"Ppard",0.00896940777305106,-0.428524524539847,0.119,0.373,1
"Aida",0.00896940777305106,-0.796151056629966,0.333,0.137,1
"Uqcc4",0.00896940777305106,2.49861818660231,0.238,0.314,1
"Kiaa1191",0.00917408155874052,1.58846911488704,0.119,0.353,1
"Msmo1",0.00917408155874052,-1.42717601802306,0.048,0.118,1
"Rpl12",0.00959570728822121,-1.45659875957895,0.571,0.804,1
"Zcchc7",0.0095959766019769,-0.342616063457313,0.119,0.275,1
"Esco1",0.0095959766019769,0.55750996960645,0.5,0.353,1
"Tipin",0.0098130684687835,-1.67594730342811,0.738,0.392,1
"Rbm6",0.00981334239464975,-0.536677025320939,0.143,0.333,1
"Mrpl48",0.00981334239464975,3.47693654621614,0.476,0.333,1
"Vars1",0.0102612789834194,-1.98086679462027,0.786,0.353,1
"Vsir",0.0102612789834194,2.43185142218606,0.238,0.176,1
"Rpl9l3",0.0104920000380935,-2.11555613243009,1,0.353,1
"Nfs1",0.0104920000380935,-2.0870472849365,0.929,0.353,1
"Ctsd",0.0104920000380935,2.97399807980794,0.905,0.353,1
"Chchd1",0.0109673305679829,2.40540629671806,0.738,0.373,1
"Zfp24",0.0109673305679829,-2.41641244390279,0.19,0.098,1
"Hgfac",0.0112108846767665,-2.1759274037166,0.976,0.373,1
"Ippk",0.0114617009111308,1.95868037022839,0.548,0.255,1
"Slbp",0.0114617009111308,-0.671688748207395,0.548,0.353,1
"Rps7",0.0114617009111308,-1.06028998316807,0.357,0.275,1
"Hsph1",0.0117162254240027,0.853943939189096,0.238,0.706,1
"Stab1",0.0117162254240027,0.261906320499379,0.238,0.294,1
"Ccdc47",0.0117162254240027,-1.62112339149991,0.31,0.333,1
"Cggbp1",0.0119757511669634,-0.275719752097927,0.095,0.294,1
"Inpp5d",0.0119757511669634,1.28414773853072,0.143,0.157,1
"Anp32b",0.0122403606400462,2.09655446989642,0.81,0.373,1
"Bcar3",0.0122403606400462,-9.23738798380755,0.071,0.255,1
"Pik3ca",0.0122403606400462,3.15882125152498,0.19,0.353,1
"Gpank1",0.0122403606400462,-0.395965549100918,0.214,0.373,1
"Nr2f2",0.0125101373474619,-0.443191076123072,0.905,0.333,1
"Tnfrsf14",0.0125101373474619,1.66941466058142,0.167,0.373,1
"Mto1",0.0125101373474619,-1.48144412012414,0.143,0.157,1
"Akr1b1",0.0127851658021641,-1.34570304381623,0.19,0.216,1
"Mtres1",0.0130655315302598,1.89465255264061,0.643,0.353,1
"Smyd2",0.013351321075262,-0.778221337693508,0.929,0.373,1
"Pom121",0.013351321075262,0.614260342939325,0.548,0.392,1
"Cdca7",0.0136422715204114,-1.59960028875512,1,0.373,1
"Col3a1",0.0136426220021805,0.896343871576462,0.857,0.353,1
"Gramd1a",0.0136426220021805,1.24359369229572,0.405,0.392,1
"Tdg",0.0139395229014457,0.700092096910514,0.452,0.373,1
"RT1-Da",0.0142421133926609,1.55008418365361,0.286,0.353,1
"Nars1",0.0145504841281797,1.36748563300207,0.69,0.392,1
"Cpt2",0.0145504841281797,2.28952155611929,0.548,0.412,1
"Tmem70",0.0148647267965032,-1.0892678374187,0.714,0.353,1
"Mprip",0.0148647267965032,2.86443700005119,0.071,0.314,1
"Tmem176a",0.0148647267965032,-0.856050374324392,0.571,0.412,1
"Csrp2",0.0151849341254925,-4.90312132088431,1,0.353,1
"Nup58",0.0151849341254925,-5.74952942344032,0.952,0.353,1
"AABR07044388.2",0.0151849341254925,-2.9062231682998,0.929,0.353,1
"Ddx56",0.0151849341254925,1.30566036450186,0.81,0.392,1
"C17h6orf62",0.0151849341254925,0.982130799152523,0.357,0.314,1
"H3f3c",0.0155111998853922,-1.88243093074534,0.31,0.275,1
"Selenbp1",0.0161822870076045,-2.73099517196069,0.833,0.373,1
"Usp39",0.0161822870076045,0.623708998599853,0.81,0.373,1
"Kmt5c",0.0161822870076045,2.53319258836722,0.19,0.333,1
"Ccdc134",0.0161822870076045,1.78918049404239,0.214,0.275,1
"Uba52",0.0161822870076045,-0.905706988776946,0.929,0.902,1
"Tsr1",0.0165273011468033,-1.13179132810196,0.976,0.392,1
"Ep300",0.0165273011468033,-2.20779391641102,0.833,0.412,1
"Derpc",0.0165273011468033,2.31689448850893,0.857,0.588,1
"Rpl36l7",0.016878759275338,-0.774353546380166,0.5,0.824,1
"Sod1",0.016878759275338,1.10808120932632,0.143,0.392,1
"Sub1",0.016878759275338,-0.523976644045576,0.167,0.373,1
"Abcf3",0.016878759275338,2.45076706539759,0.357,0.431,1
"Rpl22l3",0.0172367604137986,-0.311825930456087,0.31,0.765,1
"Sdhaf1.1",0.0172367604137986,-0.612467114109105,0.786,0.392,1
"Esrp2",0.0172367604137986,1.09949552465161,0.238,0.314,1
"Zyx",0.0176014046390807,2.22758131842829,0.095,0.314,1
"Nelfe",0.0179727930859593,-1.7575073647126,0.905,0.373,1
"Kansl2",0.0179727930859593,-0.281232669165213,0.69,0.392,1
"Pfdn6",0.0179727930859593,-1.21024603296083,0.619,0.373,1
"Top2b",0.0179727930859593,2.92661238260567,0.5,0.333,1
"Nup88",0.0179727930859593,-1.79042751032998,0.476,0.373,1
"Ywhaq",0.0183510279484377,-1.50327971284824,0.833,0.373,1
"Pradc1",0.0183510279484377,0.620274569741711,0.429,0.294,1
"Wdr45b",0.0183510279484377,3.55984244076444,0.119,0.196,1
"Hdac7",0.0183510279484377,-3.43793019658569,0.119,0.059,1
"Tgm2",0.018735770996053,-1.80650473015042,1,0.451,1
"C1r",0.0187362124808672,-2.39866829141272,1,0.373,1
"Impa2",0.0187362124808672,1.11612447208932,0.19,0.373,1
"Mink1",0.0187362124808672,2.32180335194111,0.167,0.333,1
"Fgfr2",0.0187362124808672,1.32535978750452,0.143,0.059,1
"Clip2",0.0191284509988311,2.46863581055056,0.19,0.02,1
"Htra3",0.019527848879791,-0.715217590791802,0.595,0.353,1
"Mcm4",0.019527848879791,-2.62992098356436,0.429,0.275,1
"Adamtsl5",0.019527848879791,1.59101086210172,0.071,0.176,1
"Cpsf7",0.019527848879791,0.723815735228688,0.357,0.392,1
"Raver1",0.0199345125634883,0.741080767916826,0.214,0.451,1
"Tlr12",0.0199345125634883,2.79362488256046,0.19,0.02,1
"Uhrf1",0.0203485495520982,-0.823717606246301,0.929,0.392,1
"Trmt1",0.0203485495520982,1.35339111353518,0.762,0.392,1
"Ect2",0.0203485495520982,1.22790707632917,0.69,0.412,1
"Coq8b",0.0207700684101311,2.92211853578389,0.643,0.431,1
"Rpl29",0.0207700684101311,-3.24981434828619,0.214,0.412,1
"Tmem259",0.0211991787640759,3.38344563766412,0.31,0.49,1
"Kif21a",0.0211991787640759,-3.43133937786257,0.262,0.157,1
"ENSRNOG00000070284",0.0211991787640759,2.46696396034817,0.214,0.157,1
"Habp2",0.0216262111281818,-1.21801284221631,1,0.392,1
"Haus4",0.0216359913017819,-1.11429208945552,1,0.392,1
"Espl1",0.0216359913017819,0.4147891523449,0.548,0.098,1
"Gstp1",0.0220806177715745,0.313485537601996,0.548,0.824,1
"Zfp410",0.0229937647958931,2.18204452359539,0.333,0.196,1
"Nadsyn1",0.0229937647958931,2.28104965979315,0.286,0.392,1
"Ctcf",0.0234625141376688,-1.27240774223857,0.857,0.392,1
"Ptms",0.0234625141376688,0.712641677917985,0.286,0.706,1
"Banp",0.0234625141376688,2.92867454137179,0.19,0.196,1
"Clstn1",0.0244249443576579,0.733655020483055,0.738,0.373,1
"Pla2g2a",0.0244797029528285,-0.646463859455961,1,0.902,1
"Cnn1",0.02491832048395,0.573330361152133,0.881,0.451,1
"Rfc5",0.0249188603407876,-1.80694296689943,0.762,0.373,1
"Rpl4",0.0249188603407876,-1.00242049826452,0.69,0.922,1
"Dgcr6",0.0254214020552801,2.85790468974154,0.095,0.353,1
"Ube4a",0.0259326896679714,-1.45713284788539,0.143,0.373,1
"Dnmt1",0.0259326896679714,0.538828904114987,0.5,0.333,1
"Hnrnpd",0.0259326896679714,3.10261311297043,0.238,0.333,1
"Clk4",0.0259326896679714,1.20219882610707,0.19,0.216,1
"Yeats4",0.0264528443854844,0.425565275113946,0.976,0.392,1
"Ube2c",0.0264528443854844,-0.266761874600378,0.952,0.392,1
"Rpe",0.0264528443854844,1.697883864064,0.762,0.392,1
"Mcrip2",0.0264528443854844,-0.751647966607769,0.452,0.157,1
"Relch",0.0264528443854844,-1.45722130540324,0.143,0.216,1
"Rpl8",0.0269705826094514,-0.979524375248376,0.833,0.961,1
"Atg16l1",0.0269819884504346,-3.02838480870883,0.5,0.373,1
"Chga",0.0269819884504346,0.77488155505504,0.167,0.294,1
"Rps28",0.0275202451373212,-2.91814489142807,0.357,0.706,1
"Gng8",0.0275202451373212,-0.408171352734315,0.452,0.118,1
"Tbc1d17",0.0275202451373212,2.35668335308865,0.643,0.412,1
"Rps11",0.0275202451373212,0.606566660506239,0.905,0.882,1
"Rabggta",0.0280677387480988,-0.627962503725763,0.19,0.314,1
"Ddx46",0.0286245946074268,2.53184147709021,0.095,0.333,1
"Atp5mk-ps2",0.0286245946074268,-1.92308576406992,0.238,0.353,1
"Slc25a17",0.0291909390575899,2.76661449251805,0.262,0.608,1
"Capn5",0.0297668994530887,-0.901165108477322,0.905,0.392,1
"Cfdp1",0.0297668994530887,0.349271588543088,0.881,0.392,1
"Nudt16l1",0.0297668994530887,2.16344317886304,0.262,0.569,1
"Usp34",0.0297668994530887,1.83764562545474,0.214,0.373,1
"Mbd6",0.0297668994530887,0.784438836238115,0.167,0.255,1
"Dhrs4",0.0297668994530887,-1.93520923374476,0.405,0.392,1
"Mars1",0.030352604154893,-2.33164965948741,0.905,0.392,1
"Plp2",0.030352604154893,-1.88242026822752,0.881,0.392,1
"Mvd",0.030352604154893,2.09532618615173,0.262,0.451,1
"Nosip",0.030352604154893,2.32784719922095,0.31,0.431,1
"Fkbp1a",0.030352604154893,1.89615441540913,0.5,0.431,1
"Mob2",0.030352604154893,0.911036862710962,0.333,0.294,1
"Hspe1",0.0309481825243576,0.660181185104916,0.762,0.922,1
"Tmem63a",0.0315537649167926,1.32469728588306,0.762,0.392,1
"Akap8",0.0315537649167926,2.0485702701479,0.286,0.412,1
"Zbtb45",0.0315537649167926,-1.41146122951837,0.262,0.137,1
"Nxf1",0.0321694826746883,4.34300213132776,0.31,0.431,1
"Eif1ad",0.0327954681205876,1.46017013460693,0.976,0.451,1
"ENSRNOG00000068039",0.0327954681205876,1.83190370411477,0.905,0.471,1
"Supt5h",0.0327954681205876,3.33081236853799,0.214,0.412,1
"Hnrnpa1",0.0327954681205876,2.50862445839136,0.5,0.412,1
"Supt6h",0.0327954681205876,3.25023099263997,0.19,0.216,1
"Dap3",0.033431854549604,1.34713665652266,0.738,0.392,1
"Slc25a19",0.033431854549604,0.344539480539266,0.143,0.373,1
"Trmt6",0.033431854549604,1.33707898439117,0.5,0.294,1
"Pabpc4",0.033431854549604,0.65205292356592,0.548,0.373,1
"Plcg1",0.033431854549604,-1.05314579358366,0.167,0.098,1
"Cd83",0.0340720980661503,-1.86511573894948,1,0.392,1
"Jchain",0.0340787762215815,-1.3415261094963,1,0.608,1
"Atp6ap1",0.0340787762215815,0.708424994608364,0.143,0.314,1
"Racgap1",0.0347363683528914,-4.73577869468296,1,0.373,1
"Phkg2",0.0347363683528914,3.48854765456512,0.357,0.51,1
"Dhps",0.0354047671078647,-1.75206521742486,0.857,0.392,1
"Tmem109",0.0354047671078647,0.668201713968302,0.857,0.412,1
"Zdhhc18",0.0354047671078647,-0.275467468128847,0.524,0.392,1
"Ndrg2",0.0354047671078647,2.3197232177533,0.143,0.137,1
"Isy1",0.0360841095898539,0.439631153822474,0.857,0.451,1
"Mief1",0.0360841095898539,2.15613682910377,0.238,0.412,1
"Eif3a",0.0360841095898539,2.0064806326496,0.333,0.431,1
"Elp3",0.0367745338319234,1.0456162636807,0.714,0.392,1
"Mgmt",0.0367745338319234,-0.612407536840011,0.214,0.392,1
"Pbxip1",0.0367745338319234,3.52477386748196,0.143,0.275,1
"Cpsf4l2.1",0.0367745338319234,1.30614043816067,0.238,0.255,1
"Znrd2",0.0374761787871633,0.281006872926015,1,0.412,1
"Dhcr7",0.0374761787871633,3.33941475799805,0.167,0.333,1
"Tfe3",0.0374761787871633,-0.449260651108019,0.286,0.392,1
"Ppp1r12c",0.0374761787871633,-0.2970900066857,0.214,0.314,1
"Ndufs1",0.0374761787871633,-1.884041644657,0.381,0.333,1
"Mt2A",0.0381891843186246,-4.24650277961476,0.381,0.353,1
"Tnk2",0.0396498410491515,1.70603476463198,0.714,0.412,1
"Cstpp1",0.0396498410491515,-2.18159081091398,0.262,0.059,1
"Pigk",0.0396498410491515,1.26524713712522,0.5,0.392,1
"Baz1b",0.0396498410491515,-0.997324332549567,0.286,0.392,1
"Rps12l4",0.0403903106125395,-0.618952474438637,0.976,0.882,1
"Pck2",0.0403977764281684,2.23116095226511,0.905,0.412,1
"Hopx",0.0403977764281684,0.695731465173047,0.667,0.471,1
"Nob1",0.0403977764281684,0.291766968233629,0.286,0.451,1
"Kansl1",0.0403977764281684,0.986467143532865,0.167,0.275,1
"Rpl23a",0.0411576407204768,-0.531893097615287,1,0.882,1
"Ilkap",0.041929578174473,4.79890218236604,0.214,0.412,1
"Anapc4",0.041929578174473,-0.981574000778324,0.048,0.118,1
"Slc10a3",0.0435102537555091,2.6578741126341,0.381,0.412,1
"Dgkz",0.0443192845349304,1.6327516826426,0.262,0.667,1
"Gsta3",0.0443192845349304,-0.882901057653768,0.167,0.392,1
"Lta4h",0.0443192845349304,0.662160207801702,0.238,0.373,1
"Rbm15",0.0443192845349304,1.33092257195222,0.143,0.235,1
"Chchd5",0.0451409737539906,1.24175743636109,0.119,0.451,1
"Chid1",0.0451409737539906,2.16350037513561,0.19,0.392,1
"Ewsr1",0.0459754697362365,4.00459025836528,0.262,0.412,1
"Actg2",0.0468147192025523,0.458737433907967,0.81,0.608,1
"mrpl9",0.0468229215786051,0.457487659821551,0.619,0.392,1
"Sparc",0.0485572930089963,-0.859052386655701,0.857,0.431,1
"Mllt1",0.0485572930089963,1.90380418882256,0.31,0.627,1
"AABR07035218.1",0.0485572930089963,-1.7480036689722,0.667,0.392,1
"Blnk",0.0494445145222802,2.15277654914089,0.167,0.216,1
"Poldip3",0.0503452957144734,3.08866442284104,0.571,0.431,1
"Hacd3",0.0512597893186892,1.15651551498784,0.905,0.431,1
"ENSRNOG00000064589",0.0521793741815698,-4.17067247238387,0.905,0.392,1
"C1qbp",0.0521881487462102,2.17927139622216,0.929,0.804,1
"Gstt3",0.0521881487462102,-0.521664281084366,0.524,0.412,1
"Mcm5",0.0531305280691554,-1.27703297744127,1,0.392,1
"Ppial4d",0.0531305280691554,-1.02480849008203,1,0.451,1
"LOC100365839",0.0531305280691554,-1.26902779295543,0.452,0.667,1
"Ikzf4",0.0540861851290232,-0.410196038018078,1,0.941,1
"Lfng",0.0550579658870253,-0.40594767663172,0.976,0.451,1
"Adnp",0.0550579658870253,1.83029114768826,0.286,0.392,1
"Setdb1",0.0560433356684652,-2.06749364198426,0.214,0.176,1
"Fermt3",0.0570433478807342,0.446479635004785,0.929,0.412,1
"Gnl3",0.0570433478807342,0.612900314843119,0.857,0.431,1
"Hspa9",0.0570433478807342,-1.13985540551875,0.524,0.863,1
"Rpl11",0.0570433478807342,-1.18734128254199,0.5,0.725,1
"Ppid",0.0580581596253512,-0.596130168663301,0.643,0.392,1
"Cdk9",0.0580581596253512,2.08046905889221,0.548,0.471,1
"Gnai2",0.0580581596253512,0.572731877518348,0.381,0.412,1
"Emc8",0.0601328128371789,0.904722282938667,1,0.49,1
"Gga3",0.0601328128371789,1.47407794867194,0.19,0.255,1
"Pdlim3",0.0611929711655728,-0.523166773844755,0.857,0.431,1
"Net1",0.0611929711655728,-2.3723654577863,0.643,0.451,1
"Rpl6",0.0633597470948929,-0.531203996726448,1,0.824,1
"Srsf7",0.0644666844060643,1.76505475663319,0.524,0.471,1
"Rps15al4",0.0655895351362979,-5.03538852336433,1,0.392,1
"Eif3h",0.0655895351362979,-0.464883173318917,0.595,0.824,1
"Srsf2",0.0655895351362979,-0.718471459439141,0.524,0.451,1
"Psma1",0.0667284601784848,3.33975585848892,0.167,0.412,1
"Hmbs",0.0667284601784848,0.54948754115078,0.119,0.314,1
"Atg2a",0.0678836207991479,1.35378241323041,0.238,0.471,1
"Creld1",0.0678836207991479,2.77415408286819,0.119,0.235,1
"Tmem209",0.0678836207991479,0.711641324382822,0.262,0.255,1
"Afg3l1",0.0690551786147412,-0.612966073875615,0.429,0.373,1
"Cops7a",0.0690551786147412,0.766256642888663,0.381,0.412,1
"Ipo13",0.0690551786147412,1.31812924201216,0.19,0.196,1
"Plbd2",0.0702432955675273,0.407195349007566,0.262,0.49,1
"Ipo8",0.0714481339010348,0.392114384744118,0.286,0.412,1
"Asmtl",0.0714481339010348,1.98830231162878,0.19,0.314,1
"Chpf2",0.0714481339010348,-1.12778849063965,0.095,0.157,1
"Ccnb1",0.0726698561350955,-0.666758531315939,1,0.431,1
"Hip1r",0.0726698561350955,1.89424944353423,0.119,0.392,1
"Psmb4",0.0726698561350955,0.963056556832724,0.476,0.667,1
"Tpt1",0.0726698561350955,-1.33602057355585,0.643,0.824,1
"Ddx47",0.073908625040465,1.75449655820061,0.786,0.451,1
"Zfp513",0.073908625040465,0.416723958110166,0.095,0.353,1
"Trim15",0.073908625040465,2.47120464202086,0.048,0.118,1
"Tpm2",0.0751602543150603,1.23605793057961,0.881,0.588,1
"Il6st",0.0751646036130268,0.392811146661112,0.833,0.412,1
"Blcap",0.0751646036130268,4.37657100955981,0.095,0.275,1
"Rpl38",0.0751646036130268,-2.71685924336814,0.905,0.745,1
"Tmem176b",0.0751646036130268,-1.85402311791159,0.5,0.412,1
"Ipo7",0.0764379550475825,-0.258132289785932,0.976,0.412,1
"Ccdc124",0.0764379550475825,-0.345725870561962,0.905,0.412,1
"Lage3",0.0764379550475825,-5.384784974687,0.857,0.392,1
"Timm50",0.0790374301163331,-1.30820162008681,0.976,0.431,1
"Rps17l2",0.0790374301163331,-1.34243337610064,0.143,0.353,1
"Prrc2a",0.0790374301163331,-0.470458375833203,0.595,0.784,1
"Jun",0.0790374301163331,0.760929875686369,0.167,0.294,1
"Pctp",0.0790374301163331,1.79356715025362,0.381,0.275,1
"Neurl4",0.0803638808930824,2.87661106535691,0.595,0.431,1
"Abracl",0.0803638808930824,1.08758729054991,0.452,0.431,1
"Prim1",0.0817083587616529,-1.51088037013396,0.857,0.412,1
"Gfer",0.0817083587616529,-2.07143591591365,0.786,0.412,1
"Trap1",0.0817083587616529,3.4420037156266,0.19,0.275,1
"Cfap20",0.0817083587616529,1.78461174970781,0.357,0.431,1
"Pwwp3a",0.0817083587616529,-1.12561967011828,0.429,0.412,1
"Tcea1",0.0830710275039595,1.15511603672935,0.31,0.412,1
"Stard7",0.084452050935014,3.09400993988828,0.262,0.412,1
"Psmd2",0.0858515928738863,1.44817899635202,0.548,0.824,1
"Rpl35",0.0858515928738863,-1.90209889982598,0.929,0.784,1
"Ralgdsl2",0.0872698171142741,-0.646664330921245,0.048,0.314,1
"Atp13a1",0.0887068873946832,4.30018515123595,0.333,0.471,1
"Dcaf8",0.0887068873946832,-0.960523817255085,0.262,0.392,1
"Rnf149",0.0887068873946832,-1.34985547403395,0.238,0.275,1
"Nkd2",0.0901629673682237,-1.83665942139809,0.143,0.039,1
"Ddx49",0.0901629673682237,2.09248863994726,0.405,0.314,1
"Imp4",0.091638220572025,1.34095862809896,0.333,0.451,1
"Cyc1",0.091638220572025,1.21344279463276,0.333,0.451,1
"Aldh1b1",0.0931328103962744,-1.52426886888818,0.238,0.627,1
"Ets2",0.0931328103962744,2.1640243760799,0.31,0.647,1
"Ajm1",0.0931328103962744,1.02676910911265,0.19,0.431,1
"Lmod1",0.0931328103962744,3.72988657423618,0.262,0.059,1
"Mrpl54",0.0961806525437828,2.40195192297072,0.952,0.667,1
"Arfgap2",0.0977342306288634,2.11751789064076,0.119,0.412,1
"Rps28-ps5",0.0993065356336668,-0.696867623213026,0.976,0.882,1
"Hnrnph2.1",0.0993077967935465,0.721704585618672,0.452,0.804,1
"Ranbp1l1",0.0993077967935465,0.828713029148335,1,0.725,1
"Rps24-ps18",0.0993077967935465,-0.860954433562683,0.762,0.922,1
"AABR07000398.1",0.0993077967935465,0.549115733099462,0.452,0.588,1
"Rbm12",0.0993077967935465,-0.6777533482069,0.595,0.49,1
"Mdp1",0.0993077967935465,0.508255150324764,0.167,0.137,1
"Cavin2",0.10090151321601,-3.63826916999177,0.571,0.098,1
"Thra",0.10090151321601,1.05554984947865,0.643,0.412,1
"Hsd17b8",0.10090151321601,2.21481307515725,0.214,0.412,1
"Hnrnph2",0.10090151321601,3.60809797141719,0.762,0.569,1
"Ube3c",0.10090151321601,-1.75873118291901,0.143,0.275,1
"Snrpa1",0.102515541734064,-1.02383994911591,0.976,0.412,1
"Eif4a3",0.102515541734064,1.31978990623499,0.262,0.412,1
